price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type
5980,2005,nissan,xterra,,,gas,198000,clean,automatic,,
6980,2010,nissan,pathfinder,,,gas,186000,clean,automatic,,
7980,2008,nissan,titan,,,gas,200000,clean,automatic,,
6980,2008,mercedes-benz,benz c300,,,gas,148000,clean,automatic,,
6480,2011,kia,sorento,,,gas,182000,clean,automatic,,
8990,2011,jeep,grand cherokee laredo,,,gas,173000,clean,automatic,,
7480,2013,hyundai,sonata gls,,,gas,117000,clean,automatic,,
0,2015,gmc,yukon denali 4x4,like new,8 cylinders,gas,79000,clean,automatic,4wd,SUV
13750,2013,ford,e350,good,,gas,136850,clean,automatic,,
0,2016,ram,3500 laramie 4x4,like new,6 cylinders,diesel,128377,clean,automatic,4wd,truck
4450,2004,cadillac,srx,,6 cylinders,gas,144850,clean,automatic,rwd,SUV
14500,2015,honda,crosstour ex-l,excellent,,gas,60201,rebuilt,automatic,,hatchback
0,2007,chevrolet,silverado 2500 lt 4x4,like new,8 cylinders,diesel,120000,clean,automatic,4wd,truck
0,2016,ram,3500 laramie 4x4,like new,6 cylinders,diesel,160000,clean,automatic,4wd,truck
27995,2012,ford,f250 super duty,,,gas,26896,clean,automatic,,
1800,2007,nissan,pathfinder,fair,6 cylinders,gas,147000,clean,automatic,fwd,SUV
3999,2006,honda,accord sedan,,4 cylinders,gas,253076,clean,automatic,fwd,sedan
199,2017,dodge,charger,,,gas,21737,clean,automatic,,
22590,2013,ford,f150 super cab xl pickup 4d,good,6 cylinders,other,14169,clean,other,,pickup
14950,2007,jeep,wrangler,excellent,,gas,,clean,automatic,,
24990,2012,chevrolet,silverado 1500 regular,good,8 cylinders,gas,26460,clean,other,,pickup
24995,2012,ford,f-250 super duty,,,gas,40023,clean,automatic,,
0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,
2999,2007,ford,taurus,,6 cylinders,gas,162029,clean,automatic,fwd,sedan
15897,2018,chevrolet,malibu,,4 cylinders,gas,50153,clean,other,fwd,sedan
16700,2013,ford,f-150,,8 cylinders,gas,180917,clean,other,4wd,truck
6900,2010,mazda,3i,good,4 cylinders,gas,165255,rebuilt,automatic,fwd,sedan
8500,2008,jeep,commander sport,good,8 cylinders,gas,198000,clean,automatic,rwd,SUV
16900,2015,ram,1500 slt,good,6 cylinders,gas,97563,clean,automatic,rwd,pickup
21590,2016,ram,1500 regular cab tradesman,good,6 cylinders,gas,35391,clean,other,,pickup
24990,2007,ford,super duty f-450 drw,good,10 cylinders,gas,46463,clean,automatic,rwd,truck
33990,2016,chevrolet,express commercial cutaway,good,8 cylinders,gas,12398,clean,automatic,rwd,truck
4500,2005,acura,mdx,,6 cylinders,gas,279000,clean,automatic,,SUV
20990,2006,chevrolet,express cargo van,good,8 cylinders,diesel,134296,clean,automatic,rwd,truck
25990,2016,,Isuzu NPR HD GAS REG,good,8 cylinders,gas,172373,clean,automatic,rwd,truck
27990,2008,ford,econoline cargo van,good,8 cylinders,gas,83459,clean,automatic,rwd,truck
43990,2016,chevrolet,4500 lcf gas,good,8 cylinders,gas,45542,clean,automatic,rwd,
33990,2014,ford,super duty f-550 drw,good,8 cylinders,diesel,136250,clean,automatic,4wd,truck
22990,2010,ford,econoline commercial cutaway,good,10 cylinders,gas,121911,clean,automatic,rwd,truck
24990,2017,gmc,savana commercial cutaway,good,8 cylinders,gas,136965,clean,automatic,rwd,truck
24990,2009,chevrolet,3500 lcf gas,good,8 cylinders,gas,72789,clean,automatic,rwd,truck
33990,2007,,Hino 268,good,6 cylinders,diesel,161693,clean,automatic,rwd,truck
25990,2006,chevrolet,express cargo van,good,8 cylinders,gas,73360,clean,automatic,rwd,truck
16990,2004,ford,super duty f-250,good,8 cylinders,gas,213563,clean,automatic,4wd,
29990,2011,ford,super duty f-450 drw,good,8 cylinders,diesel,137481,clean,automatic,4wd,truck
29990,2012,,International TerraStar,good,8 cylinders,diesel,39013,clean,automatic,rwd,truck
42990,2008,chevrolet,cc4500,good,8 cylinders,diesel,67159,clean,automatic,rwd,
33990,2007,chevrolet,cc4500,good,8 cylinders,gas,77581,clean,automatic,rwd,truck
21990,2005,ford,econoline commercial cutaway,good,8 cylinders,gas,45554,clean,automatic,rwd,truck
29990,2015,ford,super duty f-250 srw,good,8 cylinders,diesel,169564,clean,automatic,4wd,
49990,2015,ford,super duty f-550 drw,good,8 cylinders,diesel,152701,clean,automatic,4wd,truck
26990,1998,mitsubishi,fuso fh211,good,4 cylinders,diesel,166302,clean,manual,rwd,truck
29990,2008,chevrolet,express commercial cutaway,good,6 cylinders,diesel,65073,clean,automatic,rwd,
34990,2015,ford,transit cutaway,good,6 cylinders,gas,100058,clean,automatic,rwd,
63990,2017,,Freightliner M2 106 Medium Duty,good,6 cylinders,diesel,28400,clean,automatic,rwd,truck
26990,2016,chevrolet,express commercial cutaway,good,8 cylinders,gas,75734,clean,automatic,rwd,truck
27490,2006,mitsubishi,fuso fe145,good,4 cylinders,diesel,96626,clean,automatic,rwd,truck
22990,2004,gmc,tc5500,good,,diesel,119091,clean,automatic,rwd,
28490,2008,mitsubishi,fuso fe145,good,4 cylinders,diesel,70643,clean,automatic,rwd,truck
33990,2012,ford,super duty f-250 srw,good,8 cylinders,diesel,49678,clean,automatic,4wd,truck
20990,2008,ford,super duty f-350 srw,good,8 cylinders,gas,97626,clean,automatic,4wd,
25990,2011,ford,econoline commercial cutaway,good,8 cylinders,gas,105371,clean,automatic,rwd,
39990,2016,,Blue Bird All American,good,6 cylinders,diesel,65368,clean,automatic,rwd,bus
46990,2016,ram,4500,good,6 cylinders,diesel,17619,clean,automatic,rwd,truck
37990,2012,ford,super duty f-550 drw,good,8 cylinders,diesel,108061,clean,automatic,rwd,
44990,2012,ford,super duty f-550 drw,good,8 cylinders,diesel,52307,clean,automatic,4wd,truck
35990,2016,ford,super duty f-550 drw,good,8 cylinders,diesel,161669,clean,automatic,4wd,
44990,2015,ram,5500,good,6 cylinders,diesel,80733,clean,automatic,4wd,truck
21990,2008,ford,super duty f-350 srw,good,8 cylinders,gas,72658,clean,automatic,4wd,
34990,2018,,Isuzu NPR HD GAS CREW,good,8 cylinders,gas,23,clean,automatic,rwd,
30990,2014,ford,econoline commercial cutaway,good,10 cylinders,gas,98123,clean,automatic,rwd,
26990,2015,,Isuzu NPR,good,4 cylinders,diesel,102863,clean,automatic,rwd,truck
16990,2008,ford,super duty f-350 srw,good,8 cylinders,gas,147476,clean,automatic,4wd,
20990,2010,ram,2500,good,8 cylinders,gas,121850,clean,automatic,4wd,truck
26990,2008,chevrolet,cc4500,good,8 cylinders,gas,100921,clean,automatic,4wd,truck
52990,2014,ford,super duty f-550 drw,good,8 cylinders,diesel,15886,clean,automatic,4wd,truck
62990,2016,ford,super duty f-550 drw,good,8 cylinders,diesel,40193,clean,automatic,4wd,
35990,2014,ford,super duty f-450 drw,good,10 cylinders,gas,42213,clean,automatic,4wd,truck
27990,2011,ford,f-750,good,6 cylinders,diesel,123622,clean,automatic,rwd,truck
49990,2015,,Hino 268,good,6 cylinders,diesel,203867,clean,automatic,rwd,
29990,2012,toyota,tacoma double cab pickup,good,6 cylinders,gas,43182,clean,other,4wd,pickup
33990,2007,,Hino 268,good,6 cylinders,diesel,161693,clean,automatic,rwd,truck
27490,2006,mitsubishi,fuso fe145,good,4 cylinders,diesel,96626,clean,automatic,rwd,truck
26990,2015,,Isuzu NPR,good,4 cylinders,diesel,102863,clean,automatic,rwd,truck
16990,2004,ford,super duty f-250,good,8 cylinders,gas,213563,clean,automatic,4wd,
49990,2015,,Hino 268,good,6 cylinders,diesel,203867,clean,automatic,rwd,
33990,2014,ford,super duty f-550 drw,good,8 cylinders,diesel,136250,clean,automatic,4wd,truck
24990,2009,chevrolet,3500 lcf gas,good,8 cylinders,gas,72789,clean,automatic,rwd,truck
25990,2006,chevrolet,express cargo van,good,8 cylinders,gas,73360,clean,automatic,rwd,truck
24990,2017,gmc,savana commercial cutaway,good,8 cylinders,gas,136965,clean,automatic,rwd,truck
29990,2011,ford,super duty f-450 drw,good,8 cylinders,diesel,137481,clean,automatic,4wd,truck
24990,2007,ford,super duty f-450 drw,good,10 cylinders,gas,46463,clean,automatic,rwd,truck
22990,2010,ford,econoline commercial cutaway,good,10 cylinders,gas,121911,clean,automatic,rwd,truck
20990,2006,chevrolet,express cargo van,good,8 cylinders,diesel,134296,clean,automatic,rwd,truck
33990,2016,chevrolet,express commercial cutaway,good,8 cylinders,gas,12398,clean,automatic,rwd,truck
29990,2012,,International TerraStar,good,8 cylinders,diesel,39013,clean,automatic,rwd,truck
25990,2016,,Isuzu NPR HD GAS REG,good,8 cylinders,gas,172373,clean,automatic,rwd,truck
22990,2004,gmc,tc5500,good,,diesel,119091,clean,automatic,rwd,
26990,2016,chevrolet,express commercial cutaway,good,8 cylinders,gas,75734,clean,automatic,rwd,truck
43990,2016,chevrolet,4500 lcf gas,good,8 cylinders,gas,45542,clean,automatic,rwd,
27990,2008,ford,econoline cargo van,good,8 cylinders,gas,83459,clean,automatic,rwd,truck
29990,2008,,Workhorse W42,good,8 cylinders,gas,60386,clean,automatic,rwd,truck
14990,2012,ford,econoline,good,8 cylinders,gas,67820,clean,automatic,rwd,truck
32990,2011,chevrolet,silverado 3500hd,good,8 cylinders,gas,22076,clean,automatic,rwd,
59990,2017,ford,super duty f-550 drw,good,8 cylinders,diesel,31337,clean,automatic,4wd,truck
31990,2006,ford,super duty f-550 drw,good,8 cylinders,diesel,59429,clean,automatic,4wd,truck
20888,2015,mercedes-benz,benz ml 450,excellent,6 cylinders,gas,111261,clean,automatic,4wd,SUV
31888,2015,gmc,1500 yukon slt,good,8 cylinders,gas,109947,clean,automatic,rwd,SUV
10888,2014,kia,sorento lx,good,4 cylinders,gas,121259,clean,automatic,fwd,SUV
26900,2019,ford,f150 regular cab xl,excellent,6 cylinders,gas,8176,clean,automatic,rwd,pickup
49895,,,he Macan,,4 cylinders,gas,26985,clean,automatic,,SUV
6950,1994,jeep,wrangler,excellent,4 cylinders,gas,160000,clean,manual,4wd,
40888,2020,jeep,gladiator,like new,6 cylinders,gas,27955,clean,automatic,4wd,SUV
14995,2007,jeep,wrangler unlimited sahara,good,6 cylinders,gas,163169,clean,automatic,4wd,SUV
32990,2011,bmw,z4 sdrive35is roadster 2d,good,,other,45858,clean,other,rwd,other
500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,bus
19997,2009,dodge,challenger,excellent,8 cylinders,gas,83491,clean,automatic,rwd,coupe
16589,2018,ford,fusion,excellent,4 cylinders,gas,84867,clean,automatic,fwd,sedan
21500,2013,jeep,wrangler,excellent,6 cylinders,gas,78270,clean,manual,4wd,convertible
23997,2017,infiniti,qx70,excellent,6 cylinders,gas,84416,clean,automatic,rwd,SUV
22510,2015,mercedes-benz,m-class,excellent,6 cylinders,gas,74909,clean,automatic,4wd,SUV
47997,2018,lexus,gx,excellent,8 cylinders,gas,50144,clean,automatic,4wd,SUV
14988,2007,jeep,wrangler,,,gas,163169,clean,automatic,4wd,
30292,2017,toyota,tacoma,,,gas,48697,clean,automatic,rwd,
18444,2015,lincoln,mkc,,,gas,68953,clean,automatic,,
26991,2019,nissan,frontier,,,gas,12357,clean,automatic,rwd,
1977,2003,mitsubishi,lancer,,,gas,238757,clean,manual,fwd,
31990,2018,ram,1500 quad cab harvest pickup,good,6 cylinders,gas,27426,clean,other,4wd,pickup
8990,2008,ford,edge,,6 cylinders,gas,152772,clean,automatic,4wd,sedan
10000,2015,chrysler,200,like new,4 cylinders,gas,73381,clean,automatic,fwd,sedan
4000,2014,chevrolet,sonic lt,like new,4 cylinders,gas,135000,clean,manual,fwd,sedan
8500,2015,nissan,altima 2.5 s,excellent,4 cylinders,gas,100000,clean,automatic,fwd,sedan
10000,1994,ford,f150,good,8 cylinders,gas,76572,clean,automatic,rwd,
1900,2005,ford,focus,,4 cylinders,gas,204621,clean,automatic,fwd,
17875,1995,chevrolet,corvette,,,gas,85970,clean,automatic,,convertible
2595,2003,ford,f-150,excellent,8 cylinders,gas,149055,clean,automatic,4wd,pickup
0,2006,jeep,liberty,,6 cylinders,gas,0,clean,automatic,4wd,SUV
5980,2006,chevrolet,impala lt,,,gas,165000,clean,automatic,,
6980,2008,toyota,avalon,,,gas,158000,clean,automatic,,
7280,2014,nissan,altima,,,gas,135000,clean,automatic,,
5980,2013,mini,cooper s,,,gas,149000,clean,automatic,,
6980,2013,kia,optima ex,,,gas,193000,clean,automatic,,
5980,2013,jeep,patriot,,,gas,106000,clean,automatic,,
500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,bus
40888,2020,jeep,gladiator,like new,6 cylinders,gas,27955,clean,automatic,4wd,SUV
0,2010,lexus,es 350,,6 cylinders,gas,149945,clean,automatic,fwd,sedan
14888,2007,jeep,wrangler unlimited sahara,good,6 cylinders,gas,163169,clean,automatic,4wd,SUV
22990,2017,infiniti,qx50 sport utility 4d,good,,other,21297,clean,other,,hatchback
4425,2004,honda,accord sedan,,4 cylinders,gas,192275,clean,automatic,fwd,sedan
0,2004,ford,f650 6 door custom stretch,,,diesel,82712,clean,automatic,rwd,pickup
24995,2006,,HUMMER H2 Lifted 4x4,,,gas,130066,clean,automatic,4wd,SUV
33950,2011,ford,f-250 super duty lariat cre,,,other,171524,clean,automatic,4wd,pickup
8950,2011,ford,e-series cargo e350 super d,,,other,180502,clean,automatic,rwd,van
69950,2012,ford,f750 four car hauler rollba,,,diesel,267001,clean,automatic,,
41995,2017,ford,f-350 superduty dually 4x4,,,other,280463,clean,automatic,4wd,pickup
59950,2019,ford,f550 super duty rollback/wr,,,gas,88140,clean,automatic,,
9995,1986,ford,f-150 regular cab short bed,,,gas,46789,clean,automatic,rwd,pickup
25590,2017,infiniti,q70 3.7 sedan 4d,good,,other,66632,clean,other,rwd,sedan
3995,1989,dodge,dakota regular cab long be,,,gas,101958,clean,automatic,rwd,pickup
15897,2016,ford,transit connect wagon,,4 cylinders,gas,71097,clean,other,fwd,van
12897,2016,buick,encore,,4 cylinders,gas,83501,clean,other,fwd,SUV
6950,1998,ford,f150 xlt,excellent,8 cylinders,gas,206000,clean,automatic,rwd,truck
3450,2006,toyota,corolla,,4 cylinders,gas,206058,clean,automatic,fwd,sedan
0,2019,chevrolet,silverado 1500,excellent,8 cylinders,gas,15807,clean,automatic,4wd,truck
32590,2013,lexus,ls 460 sedan 4d,good,8 cylinders,gas,30384,clean,other,rwd,sedan
23590,2018,mitsubishi,outlander phev gt,good,,other,48933,clean,other,4wd,other
45990,,,des-Benz E-Class,,6 cylinders,gas,38165,clean,automatic,,coupe
33590,2017,cadillac,xt5 platinum sport,good,6 cylinders,gas,28891,clean,other,,other
39888,2019,honda,civic type r,like new,,gas,9528,clean,manual,,hatchback
16902,2020,toyota,corolla,,,gas,11692,clean,automatic,fwd,
18877,2017,toyota,camry,,,gas,52822,clean,automatic,fwd,
31590,2017,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,28185,clean,other,fwd,SUV
5500,2006,cadillac,cts,excellent,4 cylinders,gas,111111,clean,other,,
2700,2004,nissan,maxima,good,6 cylinders,gas,200000,clean,automatic,fwd,sedan
22990,2014,lexus,is 250,,6 cylinders,gas,72526,clean,automatic,,sedan
1500,2002,honda,accord,,,gas,168000,clean,automatic,,
20000,2010,toyota,4runner limited,excellent,6 cylinders,gas,113750,clean,automatic,fwd,SUV
21500,2015,lexus,rx350,excellent,,gas,73000,clean,automatic,,
2999,2005,ford,taurus,,6 cylinders,gas,226797,clean,automatic,fwd,sedan
2900,1999,lexus,gs400,good,8 cylinders,gas,378000,clean,automatic,,sedan
0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,
0,2015,chevrolet,silverado 1500,,8 cylinders,gas,174837,clean,automatic,4wd,
4380,2007,hyundai,entourage,,,gas,185000,clean,automatic,,
5980,2006,honda,odyssey exl,,,gas,167000,clean,automatic,,
5980,2010,gmc,terrain slt,,,gas,208000,clean,automatic,,
5980,2009,ford,fusion se,,,gas,178000,clean,automatic,,
5480,2013,chevrolet,captiva,,,gas,182000,clean,automatic,,
5980,2006,chrysler,300c,,,gas,160000,clean,automatic,,
5980,2008,cadillac,srx,,,gas,189000,clean,automatic,,
6480,2008,buick,enclave cxl,,,gas,183000,clean,automatic,,
5980,2005,acura,tl,,,gas,179000,clean,automatic,,
3399,2006,buick,lacrosse,,6 cylinders,gas,160218,clean,automatic,fwd,sedan
10750,2006,toyota,tacoma,good,6 cylinders,gas,223160,clean,automatic,rwd,pickup
10980,2012,ford,f150,,,gas,178000,clean,automatic,,
6480,2012,nissan,altima,,,gas,145000,clean,automatic,,
7980,2008,bmw,x5,,,gas,157000,clean,automatic,,
4980,2001,ford,crown victoria,,,gas,106000,clean,automatic,,
5980,2009,cadillac,sts v6,,,gas,129000,clean,automatic,,
199,2017,dodge,charger,,,gas,21737,clean,automatic,,
7980,2013,bmw,x3,,,gas,156000,clean,automatic,,
6950,2011,nissan,quest,,,gas,54443,rebuilt,automatic,,
3650,2008,kia,rio,,4 cylinders,gas,115124,clean,automatic,fwd,sedan
15590,2016,,Scion iM Hatchback 4D,good,,other,64923,clean,other,fwd,hatchback
24990,2014,acura,mdx sh-awd sport utility,good,6 cylinders,gas,52396,clean,automatic,,SUV
1700,2002,buick,lesabre,good,,gas,171690,clean,automatic,,sedan
16897,2018,hyundai,elantra,,4 cylinders,gas,71224,clean,other,fwd,sedan
27897,2013,chevrolet,silverado 1500,,8 cylinders,gas,55033,clean,other,rwd,truck
2600,2000,buick,lesabre,,6 cylinders,gas,212061,clean,automatic,fwd,
23990,2014,acura,mdx sh-awd sport utility,good,6 cylinders,gas,62390,clean,other,,SUV
21790,2016,chevrolet,silverado 1500 lt,good,6 cylinders,gas,100662,clean,automatic,rwd,pickup
38590,2019,acura,mdx sh-awd w/technology,good,,other,14906,clean,other,,other
36990,,,des-Benz E-Class,,4 cylinders,gas,30967,clean,other,rwd,sedan
39590,2019,acura,mdx sh-awd w/technology,good,6 cylinders,gas,8919,clean,other,,other
2700,2004,nissan,maxima,good,6 cylinders,gas,200000,clean,automatic,fwd,sedan
24958,2020,toyota,camry,,,gas,4862,clean,automatic,fwd,
27958,2020,nissan,altima,,,gas,6333,clean,automatic,fwd,
23161,2019,chrysler,300,,,gas,23461,clean,automatic,rwd,
15977,2016,jeep,cherokee,,,gas,48322,clean,automatic,4wd,
32990,2018,acura,mdx sh-awd w/technology,good,6 cylinders,gas,31967,clean,other,,SUV
29890,2017,infiniti,qx70,,6 cylinders,gas,32913,clean,automatic,,SUV
19900,2014,toyota,4runner 4wd,excellent,6 cylinders,gas,231000,clean,automatic,4wd,
3299,2002,ford,escape,,6 cylinders,gas,249302,clean,automatic,fwd,
1,2002,nissan,maxima,,,gas,196000,clean,automatic,,
3495,2008,chevrolet,malibu,,6 cylinders,gas,157305,clean,automatic,fwd,sedan
18990,2010,ford,econoline cargo van,good,8 cylinders,gas,32988,clean,automatic,rwd,van
4499,2005,toyota,camry,,4 cylinders,gas,170687,clean,automatic,fwd,sedan
32995,2012,ford,f250 super duty,,,gas,37473,clean,automatic,4wd,
14900,2011,mercedes-benz,benz s550,,,gas,113907,rebuilt,automatic,,
15900,2017,nissan,frontier sv,good,4 cylinders,gas,28650,rebuilt,automatic,rwd,truck
13900,2013,honda,cr-v lx,good,4 cylinders,gas,86933,clean,automatic,fwd,SUV
9800,2008,mazda,cx-9 touring,good,6 cylinders,gas,138266,clean,automatic,fwd,SUV
7000,2004,jaguar,xjr s,good,8 cylinders,gas,135185,clean,automatic,rwd,sedan
0,2011,chevrolet,cruze,,4 cylinders,gas,0,clean,automatic,rwd,sedan
17590,2015,kia,soul ! wagon 4d,good,,gas,25491,clean,other,fwd,wagon
33990,2019,acura,rdx sh-awd sport utility,good,,gas,11902,clean,other,,SUV
19850,2013,bmw,750li,good,,gas,90822,clean,other,,sedan
11850,2008,rover,,good,8 cylinders,gas,111254,clean,other,,SUV
15900,2005,,Kenworth T300,good,,diesel,360000,clean,manual,,
4995,2005,ford,freestar ses,,,gas,121724,clean,automatic,,
26000,1973,chevrolet,k5 blazer,,,gas,67013,clean,automatic,,
33990,2020,alfa-romeo,romeo giulia sedan 4d,good,,gas,9711,clean,other,rwd,sedan
16990,2018,hyundai,sonata se sedan 4d,good,,gas,31871,clean,other,fwd,sedan
3800,2000,toyota,camry,,4 cylinders,gas,164814,clean,automatic,fwd,sedan
0,2021,hyundai,kona,excellent,4 cylinders,gas,1517,clean,automatic,fwd,SUV
11500,2011,bmw,328i,excellent,4 cylinders,gas,126000,clean,automatic,rwd,sedan
28990,,,CX-5,,4 cylinders,gas,9193,clean,automatic,fwd,SUV
56990,2018,cadillac,escalade esv platinum,good,,other,58874,clean,automatic,4wd,other
12307,2018,kia,soul,,,gas,95056,clean,automatic,fwd,
20989,2019,toyota,camry,,,gas,43464,clean,automatic,fwd,
15108,2016,honda,cr-v,,,gas,92347,clean,automatic,fwd,
14577,2011,nissan,titan,,,gas,156380,clean,automatic,4wd,
19477,2015,jeep,grand cherokee,,,gas,108819,clean,automatic,,
35990,2018,mercedes-benz,e-class e 300,good,,gas,8211,clean,automatic,rwd,sedan
1350,1999,,plymouth voyager,fair,6 cylinders,gas,200000,clean,automatic,,
2700,2004,nissan,maxima,good,6 cylinders,gas,200000,clean,automatic,fwd,sedan
29890,2013,tesla,model s,,,electric,61591,clean,automatic,rwd,sedan
1,2003,cadillac,escalade esv,,,gas,315836,clean,automatic,,
3450,2007,toyota,prius,,4 cylinders,,263198,clean,automatic,fwd,
32500,2019,ford,f-150,like new,6 cylinders,gas,7700,clean,automatic,rwd,truck
55000,2000,,Freightliner,excellent,6 cylinders,diesel,87000,clean,automatic,4wd,truck
6900,2008,nissan,rogue sl,excellent,4 cylinders,gas,110000,clean,automatic,fwd,
26900,1994,nissan,skyline gts,good,4 cylinders,gas,59384,clean,manual,rwd,coupe
8500,2008,lexus,es350,good,6 cylinders,gas,155374,clean,automatic,rwd,sedan
12500,1946,,AutoCar flatbed truck,fair,6 cylinders,gas,123,missing,manual,,
0,2004,chevrolet,trailblazer,,6 cylinders,gas,213174,clean,automatic,rwd,SUV
0,2015,ford,e350 bus,,,gas,55000,clean,automatic,,
13950,2008,mazda,miata,excellent,4 cylinders,gas,86650,clean,manual,rwd,convertible
28995,2012,ford,econoline commercial,,,gas,93923,clean,automatic,,
19950,2016,hyundai,genesis,like new,,gas,26000,clean,automatic,,
0,1992,toyota,land cruiser prado,excellent,4 cylinders,diesel,160000,clean,automatic,4wd,SUV
3999,2009,volvo,s60,,5 cylinders,gas,182005,clean,automatic,fwd,
0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,
36500,2012,jeep,wrangler,like new,,gas,71000,clean,manual,4wd,
7900,2014,nissan,maxima,,,gas,111310,rebuilt,automatic,,
5980,2011,kia,soul +,,,gas,163000,clean,automatic,,
27995,2012,ford,f350 super duty,,,gas,45822,clean,automatic,,
6800,2010,nissan,altima,like new,4 cylinders,gas,139000,clean,automatic,fwd,coupe
19950,2008,jeep,wrangler,excellent,,gas,,clean,automatic,4wd,
4400,2006,buick,lacrosse,,6 cylinders,gas,124201,clean,automatic,fwd,sedan
31990,2018,audi,q5 premium sport utility 4d,good,,gas,19179,clean,other,,other
5500,1988,mercedes-benz,560,fair,,diesel,177607,clean,manual,,convertible
22990,2015,bmw,5 series 535i sedan 4d,good,,gas,53216,clean,other,rwd,sedan
12995,2008,ford,f150 xl,,,gas,93146,clean,automatic,,
36995,2012,ford,f250 super duty 4x4,,,gas,41364,clean,automatic,4wd,
31995,2017,ford,f350 super duty,,,gas,129638,clean,automatic,,
25995,2015,gmc,sierra 2500hd,,,gas,126690,clean,automatic,,
34995,2015,ford,f250 super duty 4x4,,,gas,84526,clean,automatic,4wd,
31995,2012,ford,f350 super duty,,,gas,24692,clean,automatic,,
34995,2017,ford,f250 sd xlt,,,gas,138052,clean,automatic,4wd,
16995,2008,chevrolet,express 3500,,,gas,158114,clean,automatic,,
12995,2016,chrysler,200,,,gas,72754,clean,automatic,,
27995,2017,nissan,nv2500 hd cargo,,,gas,48769,clean,automatic,,
24995,2012,ford,f250 xl super duty,,,gas,52377,clean,automatic,,
13995,2015,nissan,nv200,,,gas,86580,clean,automatic,,
36590,2019,infiniti,q60 3.0t luxe coupe 2d,good,,other,18605,clean,other,,coupe
4500,2011,ford,fusion,,4 cylinders,gas,167870,clean,automatic,fwd,sedan
0,2016,ford,explorer,excellent,6 cylinders,gas,78480,clean,automatic,fwd,SUV
7500,2009,ram,1500,good,8 cylinders,gas,131338,clean,automatic,rwd,
29590,2017,jaguar,xf 20d premium sedan 4d,good,,gas,15530,clean,other,,sedan
45900,2017,,Maserati Levante,,6 cylinders,gas,36083,clean,automatic,,SUV
11700,2000,ford,f-350,good,8 cylinders,diesel,274000,clean,manual,rwd,truck
27590,2018,lincoln,mkx reserve sport,good,6 cylinders,gas,48039,clean,other,fwd,other
37500,2018,ford,f-150,,,gas,30026,clean,automatic,4wd,
26990,2019,nissan,frontier,,,gas,12373,clean,automatic,rwd,
21688,2020,nissan,kicks,,,gas,7575,clean,automatic,fwd,
12577,2016,mitsubishi,outlander,,,gas,114878,clean,automatic,fwd,
14977,2013,toyota,highlander,,,gas,123804,clean,automatic,fwd,
29990,2018,lexus,nx 300 sport utility 4d,good,,other,15923,clean,other,,hatchback
44800,2015,chevrolet,silverado 2500 hd,,8 cylinders,diesel,108000,clean,automatic,4wd,
8950,2011,ford,f-150,excellent,6 cylinders,gas,164000,clean,automatic,fwd,truck
26990,2016,toyota,tacoma,,6 cylinders,gas,102089,clean,automatic,rwd,pickup
3800,2005,chrysler,pt cruiser gt,good,4 cylinders,gas,135034,clean,automatic,fwd,convertible
18500,2009,jeep,wrangler unlimited x,good,4 cylinders,gas,76641,clean,automatic,4wd,SUV
4100,2010,hyundai,elantra touring,,4 cylinders,gas,130206,rebuilt,manual,fwd,wagon
41000,2019,mini,t camper van,excellent,4 cylinders,gas,29288,clean,automatic,fwd,van
2300,1997,buick,lesabre,,6 cylinders,gas,201566,clean,automatic,fwd,sedan
300,1999,saturn,sl,fair,4 cylinders,gas,265000,clean,automatic,fwd,sedan
5980,2005,acura,tl,,6 cylinders,gas,179721,,automatic,fwd,sedan
6980,2013,nissan,juke,,4 cylinders,gas,170273,,automatic,,wagon
5980,2006,nissan,murano,,6 cylinders,gas,178388,,automatic,fwd,SUV
3500,2009,hyundai,accent,,4 cylinders,gas,111387,rebuilt,automatic,fwd,sedan
2500,1976,chevrolet,malibu classic,,,gas,100,clean,automatic,,
6980,2011,kia,sorento,,6 cylinders,gas,182321,,other,rwd,SUV
6980,2008,toyota,avalon,,6 cylinders,gas,158888,,automatic,fwd,sedan
6480,2012,jeep,compass,,4 cylinders,gas,180096,,manual,fwd,SUV
36590,2019,gmc,sierra 1500 limited double,good,8 cylinders,gas,14222,clean,other,4wd,pickup
4250,2003,ford,crown victoria,,8 cylinders,gas,131282,clean,automatic,rwd,sedan
11700,2007,chevrolet,silverado classic,good,8 cylinders,gas,155000,clean,automatic,4wd,pickup
4980,2007,ford,edge,,6 cylinders,gas,178095,,automatic,4wd,sedan
29590,2013,gmc,sierra 1500 extended cab slt,good,8 cylinders,gas,37888,clean,other,,pickup
7280,2014,nissan,altima,,4 cylinders,gas,135412,,automatic,fwd,sedan
5980,2010,gmc,terrain,,4 cylinders,gas,208359,,manual,rwd,SUV
58500,1933,ford,coupe,,,gas,5830,clean,automatic,,
35590,2011,dodge,challenger srt8 coupe 2d,good,8 cylinders,gas,16796,clean,other,rwd,coupe
